name,internal_var,namelist,group,dtype,default,source_use_count,source_use_files,source_usage_summary,source_use_examples
irunaway,irunaway,&inputnl,Model Options,integer,0,86,unstructured/time_step_split.f90(19); unstructured/time_step_unsplit.f90(12); unstructured/ludef_t.f90(10); unstructured/ludef_t_gpu.f90(10); unstructured/metricterms_new_gpu.f90(8); unstructured/metricterms_new.f90(5); unstructured/electric_field.f90(4); unstructured/runaway.f90(4),"源码引用 86 处；主要在 `time_step_split.f90` 19处, `time_step_unsplit.f90` 12处, `ludef_t.f90` 10处, `ludef_t_gpu.f90` 10处。","unstructured/auxiliary_fields.f90:748: if (irunaway.ge.1) def_fields = def_fields + FIELD_RE
unstructured/auxiliary_fields.f90:1243: if (irunaway.ge.1) def_fields = def_fields + FIELD_RE
unstructured/diagnostics.f90:796: if(irunaway.gt.0) then
unstructured/diagnostics.f90:1000: if(irunaway.gt.0) then
unstructured/electric_field.f90:25: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/electric_field.f90:155: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/electric_field.f90:280: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/electric_field.f90:489: if(irunaway .gt. 0) then
unstructured/init_common.f90:748: if(irunaway == 2) nre079(:,OP_1) = 0.
unstructured/init_conds.f90:679: if(irunaway .gt. 0) then"
cre,cre,&inputnl,Model Options,integer,0,8,unstructured/metricterms_new.f90(2); unstructured/metricterms_new_gpu.f90(2); unstructured/runaway.f90(2); unstructured/runaway_advection.f90(2),"源码引用 8 处；主要在 `metricterms_new.f90` 2处, `metricterms_new_gpu.f90` 2处, `runaway.f90` 2处, `runaway_advection.f90` 2处。","unstructured/metricterms_new.f90:9194: temp = temp * 1.000 * cre * bzsign
unstructured/metricterms_new.f90:9221: temp = temp * 1.000 * cre * bzsign
unstructured/metricterms_new_gpu.f90:18602: temp = temp * 1.000 * cre
unstructured/metricterms_new_gpu.f90:18630: temp = temp * 1.000 * cre
unstructured/runaway.f90:115: nra = nre/ec/cre/va
unstructured/runaway.f90:139: dndt = (sd*esign + sa)*cre*ec*va
unstructured/runaway_advection.f90:485: if (cre==0) cre=3.0e8/(v0_norm/100.)
unstructured/runaway_advection.f90:587: dpar%v(1) = v0_norm/100*cre*bzsign"
ra_cyc,ra_cyc,&inputnl,Model Options,integer,1,15,unstructured/ludef_t.f90(11); unstructured/runaway_advection.f90(2); unstructured/ludef_t_gpu.f90(1); unstructured/time_step_split.f90(1),"源码引用 15 处；主要在 `ludef_t.f90` 11处, `runaway_advection.f90` 2处, `ludef_t_gpu.f90` 1处, `time_step_split.f90` 1处。","unstructured/ludef_t.f90:6163: tempx = nre1nrediff(mu79,nu79(j,:,:))/ra_cyc * radiff
unstructured/ludef_t.f90:6169: tempx = nre1nrepsi(mu79,nu79(j,:,:),bi79,pst79)/ra_cyc
unstructured/ludef_t.f90:6173: tempx = nre1nreu(mu79,nu79(j,:,:),pht79)/ra_cyc
unstructured/ludef_t.f90:6178: tempx = nre1nrepsi(mu79,nre079,bi79,nu79(j,:,:))/ra_cyc
unstructured/ludef_t.f90:6186: tempx = nre1nreu(mu79,nre079,nu79(j,:,:))/ra_cyc
unstructured/ludef_t.f90:6190: tempx = nre1nreb(mu79,nu79(j,:,:),bi79,bzt79)/ra_cyc
unstructured/ludef_t.f90:6195: tempx = nre1nrev(mu79,nu79(j,:,:),vzt79)/ra_cyc
unstructured/ludef_t.f90:6200: tempx = nre1nreb(mu79,nre079,bi79,nu79(j,:,:))/ra_cyc
unstructured/ludef_t.f90:6203: tempx = nre1nrev(mu79,nre079,nu79(j,:,:))/ra_cyc
unstructured/ludef_t.f90:6209: tempx = nre1nrechi(mu79,nu79(j,:,:),cht79)/ra_cyc"
radiff,radiff,&inputnl,Model Options,real,0.,2,unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1),"源码引用 2 处；主要在 `ludef_t.f90` 1处, `ludef_t_gpu.f90` 1处。","unstructured/ludef_t.f90:6163: tempx = nre1nrediff(mu79,nu79(j,:,:))/ra_cyc * radiff
unstructured/ludef_t_gpu.f90:6974: rdiff = radiff"
rjra,rjra,&inputnl,Model Options,real,1.,1,unstructured/init_common.f90(1),源码引用 1 处；主要在 `init_common.f90` 1处。,"unstructured/init_common.f90:742: nre079(:,OP_1) = rjra*ps079(:,OP_GS)/bz079(:,OP_1)/bi79(:,OP_1)"
ra_characteristics,ra_characteristics,&inputnl,Model Options,integer,0,6,unstructured/electric_field.f90(3); unstructured/ludef_t.f90(1); unstructured/newpar.f90(1); unstructured/time_step_split.f90(1),"源码引用 6 处；主要在 `electric_field.f90` 3处, `ludef_t.f90` 1处, `newpar.f90` 1处, `time_step_split.f90` 1处。","unstructured/electric_field.f90:25: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/electric_field.f90:155: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/electric_field.f90:280: if (.not.((kinetic.eq.1).or.((irunaway.ge.1).and.(ra_characteristics.eq.1)))) then
unstructured/ludef_t.f90:6167: if (ra_characteristics.eq.1) cycle
unstructured/newpar.f90:365: if ((irunaway.ge.1).and.(ra_characteristics.eq.1)) call runaway_advection_initialize
unstructured/time_step_split.f90:694: if((irunaway .ge. 1).and.(ra_characteristics.eq.1)) call runaway_advection_step(dt*t0_norm)"
bzsign,bzsign,&inputnl,Model Options,real,0.,13,unstructured/runaway_advection.f90(4); unstructured/particle.f90(3); unstructured/init_common.f90(2); unstructured/metricterms_new.f90(2); unstructured/output.f90(1); unstructured/restart_hdf5.f90(1),"源码引用 13 处；主要在 `runaway_advection.f90` 4处, `particle.f90` 3处, `init_common.f90` 2处, `metricterms_new.f90` 2处。","unstructured/init_common.f90:758: call mpi_allreduce(bzsign_temp, bzsign, 1, MPI_DOUBLE_PRECISION, MPI_SUM, MPI_COMM_WORLD, ierr)
unstructured/init_common.f90:759: bzsign=sign(1.0, bzsign)
unstructured/metricterms_new.f90:9194: temp = temp * 1.000 * cre * bzsign
unstructured/metricterms_new.f90:9221: temp = temp * 1.000 * cre * bzsign
unstructured/output.f90:319: call write_real_attr(root_id, ""bzsign"" , bzsign, error)
unstructured/particle.f90:678: call mpi_allreduce(bzsign_temp, bzsign, 1, MPI_DOUBLE_PRECISION, MPI_SUM, MPI_COMM_WORLD, ierr)
unstructured/particle.f90:679: bzsign=sign(1.0, bzsign)
unstructured/particle.f90:680: if (bzsign>0) then
unstructured/restart_hdf5.f90:139: if ((irunaway.gt.0).or.(kinetic.eq.1)) call read_real_attr(root_id, ""bzsign"", bzsign, error)
unstructured/runaway_advection.f90:491: if (bzsign.eq.0) then"
imp_bf,imp_bf,&inputnl,Model Options,integer,0,64,unstructured/ludef_t.f90(21); unstructured/ludef_t_gpu.f90(21); unstructured/time_step_split.f90(8); unstructured/time_step_unsplit.f90(6); unstructured/input.f90(5); unstructured/model.f90(2); unstructured/newpar.f90(1),"源码引用 64 处；主要在 `ludef_t.f90` 21处, `ludef_t_gpu.f90` 21处, `time_step_split.f90` 8处, `time_step_unsplit.f90` 6处。","unstructured/input.f90:1488: if(i3d.eq.0 .and. imp_bf.ne.0) then
unstructured/input.f90:1489: imp_bf = 0
unstructured/input.f90:1590: if(numvar.eq.1 .and. imp_bf.eq.1) then
unstructured/input.f90:1591: imp_bf = 0
unstructured/input.f90:1592: if(myrank.eq.0) print *, 'WARNING: numvar==1; setting imp_bf = 0'
unstructured/ludef_t.f90:37: if(imp_bf.eq.1 .and. isplitstep.eq.0) then
unstructured/ludef_t.f90:716: if(imp_bf.eq.1 .and. isplitstep.eq.0) then
unstructured/ludef_t.f90:1285: if(imp_bf.eq.1 .and. isplitstep.eq.0) then
unstructured/ludef_t.f90:1914: if(imp_bf.eq.1) then
unstructured/ludef_t.f90:2793: if(imp_bf.eq.1) then"
imp_temp,imp_temp,&inputnl,Model Options,integer,0,4,unstructured/input.f90(3); unstructured/newpar.f90(1),"源码引用 4 处；主要在 `input.f90` 3处, `newpar.f90` 1处。","unstructured/input.f90:1423: if(imp_temp.eq.1) then
unstructured/input.f90:1425: if(myrank.eq.0) print *, 'imp_temp=1 not allowed with ipres=0 and numvar<3'
unstructured/input.f90:1429: if(myrank.eq.0) print *, 'imp_temp=1 not allowed with isplitstep=1'
unstructured/newpar.f90:831: if(itemp.eq.0 .and. (numvar.eq.3 .or. ipres.gt.0) .and. imp_temp.eq.0) then"
nosig,nosig,&inputnl,Model Options,integer,0,15,unstructured/metricterms_new_gpu.f90(10); unstructured/metricterms_new.f90(5),"源码引用 15 处；主要在 `metricterms_new_gpu.f90` 10处, `metricterms_new.f90` 5处。","unstructured/metricterms_new.f90:1710: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new.f90:1739: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new.f90:3253: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new.f90:5380: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new.f90:5409: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new_gpu.f90:4151: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new_gpu.f90:4186: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new_gpu.f90:4224: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new_gpu.f90:4260: if(idens.eq.0 .or. nosig.eq.1) then
unstructured/metricterms_new_gpu.f90:7215: if(idens.eq.0 .or. nosig.eq.1 .or. surface_int) then"
itor,itor,&inputnl,Model Options,integer,0,457,unstructured/metricterms_new_gpu.f90(192); unstructured/metricterms_new.f90(133); unstructured/gyroviscosity.f90(40); unstructured/harned_mikic.f90(14); unstructured/two_fluid.f90(13); unstructured/bootstrap.f90(9); unstructured/diagnostics.f90(9); unstructured/m3dc1_nint.f90(7),"源码引用 457 处；主要在 `metricterms_new_gpu.f90` 192处, `metricterms_new.f90` 133处, `gyroviscosity.f90` 40处, `harned_mikic.f90` 14处。","unstructured/auxiliary_fields.f90:969: if(itor.eq.0) temp79a = temp79a/rzero
unstructured/bootstrap.f90:348: if(itor.eq.1) then
unstructured/bootstrap.f90:1032: if(itor.eq.1) temp_delmagTe = temp_delmagTe + tet79(:,OP_DP)*tet79(:,OP_DP)*ri2_79
unstructured/bootstrap.f90:1051: if(itor.eq.1) tempCC = tempCC + tit79(:,OP_DP)*tet79(:,OP_DP)*ri2_79
unstructured/bootstrap.f90:1061: if(itor.eq.1) tempAA = tempAA + pt79(:,OP_DP)*tet79(:,OP_DP)*ri2_79
unstructured/bootstrap.f90:1086: if(itor.eq.1) tempAA = tempAA + net79(:,OP_DP)*tet79(:,OP_DP)*ri2_79
unstructured/bootstrap.f90:1213: if(itor.eq.1) then
unstructured/bootstrap.f90:1706: if(itor.eq.1) temp_delmagTe(i) = temp_delmagTe(i) + tet79(i,OP_DP)*tet79(i,OP_DP)*ri2_79(i)
unstructured/bootstrap.f90:1733: if(itor.eq.1) tempCC(i) = tempCC(i) + tit79(i,OP_DP)*tet79(i,OP_DP)*ri2_79(i)
unstructured/bootstrap.f90:1748: if(itor.eq.1) then"
iohmic_heating,iohmic_heating,&inputnl,Model Options,integer,1,4,unstructured/ludef_t.f90(2); unstructured/ludef_t_gpu.f90(2),"源码引用 4 处；主要在 `ludef_t.f90` 2处, `ludef_t_gpu.f90` 2处。","unstructured/ludef_t.f90:3583: if(iohmic_heating.eq.1) then
unstructured/ludef_t.f90:4164: .or. electron_temperature) .and. iohmic_heating.eq.1) then
unstructured/ludef_t_gpu.f90:4075: if(iohmic_heating.eq.1) then
unstructured/ludef_t_gpu.f90:4734: if((ipres.eq.0 .or. electron_temperature) .and. iohmic_heating.eq.1) then"
irad_heating,irad_heating,&inputnl,Model Options,integer,1,8,unstructured/ludef_t.f90(4); unstructured/ludef_t_gpu.f90(4),"源码引用 8 处；主要在 `ludef_t.f90` 4处, `ludef_t_gpu.f90` 4处。","unstructured/ludef_t.f90:4671: if(irad_heating.eq.1) then
unstructured/ludef_t.f90:4678: if(irad_heating.eq.1) then
unstructured/ludef_t.f90:4690: if(irad_heating.eq.1) then
unstructured/ludef_t.f90:4703: if(irad_heating.eq.1) then
unstructured/ludef_t_gpu.f90:5330: if(irad_heating.eq.1) then
unstructured/ludef_t_gpu.f90:5337: if(irad_heating.eq.1) then
unstructured/ludef_t_gpu.f90:5349: if(irad_heating.eq.1) then
unstructured/ludef_t_gpu.f90:5362: if(irad_heating.eq.1) then"
gravr,gravr,&inputnl,Model Options,real,0.,42,unstructured/metricterms_new.f90(19); unstructured/metricterms_new_gpu.f90(19); unstructured/init_mri.f90(2); unstructured/output.f90(1); unstructured/time_step_split.f90(1),"源码引用 42 处；主要在 `metricterms_new.f90` 19处, `metricterms_new_gpu.f90` 19处, `init_mri.f90` 2处, `output.f90` 1处。","unstructured/init_mri.f90:54: fac1 = sqrt(gravr)
unstructured/init_mri.f90:100: fac1 = eps*sqrt(gravr*x)
unstructured/metricterms_new.f90:1589: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1595: - gravr*intx3(e(:,:,OP_1),ri_79,f(:,OP_DZ))
unstructured/metricterms_new.f90:1615: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1623: - gravr*intx3(e(:,:,OP_DZ),ri2_79,temp79a)
unstructured/metricterms_new.f90:1646: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1655: - gravr*intx3(e(:,:,OP_DZ),ri2_79,temp79a)
unstructured/metricterms_new.f90:1679: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1687: - gravr*intx3(e(:,:,OP_DZ),ri2_79,temp79a)"
gravz,gravz,&inputnl,Model Options,real,0.,47,unstructured/metricterms_new.f90(22); unstructured/metricterms_new_gpu.f90(22); unstructured/init_gmode.f90(1); unstructured/output.f90(1); unstructured/time_step_split.f90(1),"源码引用 47 处；主要在 `metricterms_new.f90` 22处, `metricterms_new_gpu.f90` 22处, `init_gmode.f90` 1处, `output.f90` 1处。","unstructured/init_gmode.f90:53: fac1 = gravz*ln+gam*p0
unstructured/metricterms_new.f90:1589: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1594: temp = gravz*intx3(e(:,:,OP_1), r_79,f(:,OP_DR)) &
unstructured/metricterms_new.f90:1615: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1622: temp = gravz*intx2(e(:,:,OP_DR),temp79a) &
unstructured/metricterms_new.f90:1626: temp = temp + 2.*gravz*intx3(e(:,:,OP_1),ri_79,temp79a)
unstructured/metricterms_new.f90:1646: if(gravr.eq.0. .and. gravz.eq.0.) then
unstructured/metricterms_new.f90:1654: temp = gravz*intx2(e(:,:,OP_DR),temp79a) &
unstructured/metricterms_new.f90:1658: temp = temp + 2.*gravz*intx3(e(:,:,OP_1),ri_79,temp79a)
unstructured/metricterms_new.f90:1679: if(gravr.eq.0. .and. gravz.eq.0.) then"
istatic,istatic,&inputnl,Model Options,integer,0,10,unstructured/ludef_t.f90(4); unstructured/ludef_t_gpu.f90(4); unstructured/time_step.f90(1); unstructured/time_step_split.f90(1),"源码引用 10 处；主要在 `ludef_t.f90` 4处, `ludef_t_gpu.f90` 4处, `time_step.f90` 1处, `time_step_split.f90` 1处。","unstructured/ludef_t.f90:69: if(istatic.eq.1) then
unstructured/ludef_t.f90:739: if(istatic.eq.1 .or. izone.ne.ZONE_PLASMA) then
unstructured/ludef_t.f90:1308: if(istatic.eq.1) then
unstructured/ludef_t.f90:1317: if(istatic.eq.3) then ! zero out chi only
unstructured/ludef_t_gpu.f90:83: if(istatic.eq.1) then
unstructured/ludef_t_gpu.f90:852: if(istatic.eq.1 .or. izone.ne.1) then
unstructured/ludef_t_gpu.f90:1519: if(istatic.eq.1) then
unstructured/ludef_t_gpu.f90:1531: if(istatic.eq.3) then ! zero out chi only
unstructured/time_step.f90:133: if(istatic.eq.1 .and. isplitstep.eq.1) ivel_def = 0
unstructured/time_step_split.f90:824: if(istatic.ne.1) then"
iestatic,iestatic,&inputnl,Model Options,integer,0,8,unstructured/ludef_t.f90(3); unstructured/ludef_t_gpu.f90(3); unstructured/time_step.f90(1); unstructured/time_step_split.f90(1),"源码引用 8 处；主要在 `ludef_t.f90` 3处, `ludef_t_gpu.f90` 3处, `time_step.f90` 1处, `time_step_split.f90` 1处。","unstructured/ludef_t.f90:1943: if(iestatic.eq.1) then
unstructured/ludef_t.f90:2815: if(iestatic.eq.1) then
unstructured/ludef_t.f90:5225: if(isplitstep.ge.1 .and. iestatic.eq.0) then
unstructured/ludef_t_gpu.f90:2255: if(iestatic.eq.1) then
unstructured/ludef_t_gpu.f90:3230: if(iestatic.eq.1) then
unstructured/ludef_t_gpu.f90:5912: if(isplitstep.ge.1 .and. iestatic.eq.0) then
unstructured/time_step.f90:134: call ludefall(ivel_def, idens, ipres, ipressplit, 1-iestatic)
unstructured/time_step_split.f90:1271: if(iestatic.eq.0) then"
chiiner,chiiner,&inputnl,Model Options,real,1.,8,unstructured/ludef_t_gpu.f90(5); unstructured/ludef_t.f90(3),"源码引用 8 处；主要在 `ludef_t_gpu.f90` 5处, `ludef_t.f90` 3处。","unstructured/ludef_t.f90:87: tempx = v1chin(trialx,lin,rho79)*chiiner
unstructured/ludef_t.f90:110: tempx = v1chin(trialx,lin,rho79)*chiiner*freq_fac
unstructured/ludef_t.f90:1355: tempx = v3chin(trialx,lin,rho79)*chiiner*freq_fac
unstructured/ludef_t_gpu.f90:111: ADDTERM(chi_g,temp,chiiner,0)
unstructured/ludef_t_gpu.f90:143: ADDTERM(chi_g,temp,chiiner*freq_fac,chiiner*freq_fac*bdf)
unstructured/ludef_t_gpu.f90:145: ADDTERM(chi_g,temp,chiiner*freq_fac,0)
unstructured/ludef_t_gpu.f90:1589: ADDTERM(chi_g,temp,chiiner*freq_fac,chiiner*freq_fac*bdf)
unstructured/ludef_t_gpu.f90:1591: ADDTERM(chi_g,temp,chiiner*freq_fac,0)"
ieq_bdotgradt,ieq_bdotgradt,&inputnl,Model Options,integer,1,24,unstructured/ludef_t.f90(12); unstructured/ludef_t_gpu.f90(12),"源码引用 24 处；主要在 `ludef_t.f90` 12处, `ludef_t_gpu.f90` 12处。","unstructured/ludef_t.f90:3905: tempx = p1psipsipnkappar(trialx,lin,ps079,pp079,n079,ieq_bdotgradt) &
unstructured/ludef_t.f90:3907: + p1psibpnkappar (trialx,lin,bz079,pp079,n079,ieq_bdotgradt,1)
unstructured/ludef_t.f90:3912: tempx = p1psibpnkappar(trialx,ps079,lin,pp079,n079,1,ieq_bdotgradt)&
unstructured/ludef_t.f90:3913: + p1bbpnkappar (trialx,lin,bz079,pp079,n079,ieq_bdotgradt) &
unstructured/ludef_t.f90:3935: tempx = p1psifpnkappar(trialx,ps079,lin,pp079,n079,1,ieq_bdotgradt)&
unstructured/ludef_t.f90:3936: + p1bfpnkappar (trialx,bz079,lin,pp079,n079,1,ieq_bdotgradt)
unstructured/ludef_t.f90:4646: (p1psipsipnkappar(trialx,psx79,ps079,pp079,nn079,ieq_bdotgradt) &
unstructured/ludef_t.f90:4648: +p1psibpnkappar (trialx,psx79,bz079,pp079,nn079,ieq_bdotgradt,1) &
unstructured/ludef_t.f90:4649: +p1psibpnkappar (trialx,ps079,psx79,pp079,nn079,1,ieq_bdotgradt) &
unstructured/ludef_t.f90:4650: +p1bbpnkappar (trialx,bzx79,bz079,pp079,nn079,ieq_bdotgradt) &"
iwall_is_limiter,iwall_is_limiter,&inputnl,Model Options,integer,1,8,unstructured/gradshafranov.f90(3); unstructured/diagnostics.f90(2); unstructured/particle.f90(1); unstructured/particle_com.f90(1); unstructured/runaway_advection.f90(1),"源码引用 8 处；主要在 `gradshafranov.f90` 3处, `diagnostics.f90` 2处, `particle.f90` 1处, `particle_com.f90` 1处。","unstructured/diagnostics.f90:1556: if(izone.ne.1 .and. iwall_is_limiter.eq.1) ier = 2
unstructured/diagnostics.f90:2103: if(tw .and. (iwall_is_limiter.eq.1)) then
unstructured/gradshafranov.f90:1261: if(igs.ne.0) call lcfs(psi_vec, iwall_is_limiter.eq.1, &
unstructured/gradshafranov.f90:1322: call lcfs(psi_vec,iwall_is_limiter.eq.1, &
unstructured/gradshafranov.f90:1402: if(igs.ne.0) call lcfs(psi_vec, iwall_is_limiter.eq.1)
unstructured/particle.f90:291: print *, 'iwall_is_limiter = ', iwall_is_limiter
unstructured/particle_com.f90:289: print *, 'iwall_is_limiter = ', iwall_is_limiter
unstructured/runaway_advection.f90:210: print *, 'iwall_is_limiter = ', iwall_is_limiter"
no_vdg_T,no_vdg_T,&inputnl,Model Options,integer,0,2,unstructured/ludef_t.f90(1); unstructured/ludef_t_gpu.f90(1),"源码引用 2 处；主要在 `ludef_t.f90` 1处, `ludef_t_gpu.f90` 1处。","unstructured/ludef_t.f90:4237: if(no_vdg_T .eq. 0) then ! debug
unstructured/ludef_t_gpu.f90:4838: if(no_vdg_T .eq. 0) then ! debug"
ibootstrap_model,ibootstrap_model,&inputnl,Model Options,integer,0,29,unstructured/bootstrap.f90(24); unstructured/ludef_t.f90(4); unstructured/output.f90(1),"源码引用 29 处；主要在 `bootstrap.f90` 24处, `ludef_t.f90` 4处, `output.f90` 1处。","unstructured/bootstrap.f90:117: if(ibootstrap_model.eq.1 .or. ibootstrap_model.eq.3)then !Sauter & Angioni (1999)
unstructured/bootstrap.f90:124: else if (ibootstrap_model.eq.2 .or. ibootstrap_model.eq.4)then !Redl et al (2021)
unstructured/bootstrap.f90:207: if(ibootstrap_model.eq.1)then !Sauter & Angioni (1999)
unstructured/bootstrap.f90:214: else if (ibootstrap_model.eq.2)then !Redl et al (2021)
unstructured/bootstrap.f90:292: if(ibootstrap_model.eq.1)then !Sauter & Angioni (1999)
unstructured/bootstrap.f90:299: else if (ibootstrap_model.eq.2)then !Redl et al (2021)
unstructured/bootstrap.f90:326: if(ibootstrap_model.eq.1)then !Sauter & Angioni (1999)
unstructured/bootstrap.f90:333: else if (ibootstrap_model.eq.2)then !Redl et al (2021)
unstructured/bootstrap.f90:406: if(ibootstrap_model.eq.1)then !Sauter & Angioni (1999)
unstructured/bootstrap.f90:413: else if (ibootstrap_model.eq.2)then !Redl et al (2021)"
